alert_id,timestamp,src_ip,dst_ip,proto,duration,src_bytes,dst_bytes,pkt_count,failed_logins,label,anomaly_score,stage1_decision,final_decision,rationale,recommended_action,source
ALRT-00774,2026-01-01T12:54:00,10.0.193.54,192.168.1.92,tcp,1.32,1002,3307,36,0,0,0.020278561764388622,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00775,2026-01-01T12:55:00,10.0.56.40,192.168.1.245,tcp,4.2,993,3568,31,0,0,0.0882560994382482,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00776,2026-01-01T12:56:00,10.0.26.32,192.168.1.171,tcp,0.15,1671,3834,31,0,0,0.08656800656811103,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00777,2026-01-01T12:57:00,10.0.212.235,192.168.1.215,tcp,1.11,247,3994,29,0,0,0.1881810184354571,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00778,2026-01-01T12:58:00,10.0.149.4,192.168.1.190,tcp,1.55,769,3947,33,0,0,0.07140798710811112,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00779,2026-01-01T12:59:00,10.0.220.153,192.168.1.158,tcp,0.06,965,2507,48,0,0,0.04994177819389313,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00780,2026-01-01T13:00:00,10.0.132.240,192.168.1.8,tcp,0.52,1114,3985,22,0,0,0.09023832197738764,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00781,2026-01-01T13:01:00,10.0.104.92,192.168.1.148,tcp,0.12,1051,2799,23,0,0,0.05990587591630734,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00782,2026-01-01T13:02:00,10.0.198.134,192.168.1.33,tcp,1.24,1403,3371,34,0,0,0.012594258281524513,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00783,2026-01-01T13:03:00,10.0.182.177,192.168.1.153,udp,2.4,763,3076,47,0,0,0.03908384088293084,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00784,2026-01-01T13:04:00,10.0.214.81,192.168.1.178,tcp,1.79,406,1692,30,0,0,0.13555916134001036,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00785,2026-01-01T13:05:00,10.0.18.121,192.168.1.138,tcp,2.03,1509,2239,40,0,0,0.039585975741707566,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00786,2026-01-01T13:06:00,10.0.165.207,192.168.1.79,tcp,14.64,45020,119,947,0,1,0.7535697376056032,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00787,2026-01-01T13:07:00,10.0.68.189,192.168.1.16,tcp,1.22,1154,3003,34,0,0,0.012625263721996408,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00788,2026-01-01T13:08:00,10.0.212.205,192.168.1.170,tcp,1.21,1044,2397,44,0,0,0.014496309607879275,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00789,2026-01-01T13:09:00,10.0.206.250,192.168.1.177,tcp,0.06,642,3077,43,0,0,0.07712503628777091,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00790,2026-01-01T13:10:00,10.0.168.94,192.168.1.121,tcp,1.74,1021,3058,34,0,0,0.018612544904726823,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00791,2026-01-01T13:11:00,10.0.111.190,192.168.1.182,udp,2.21,1130,3786,62,0,0,0.11137376053321055,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00792,2026-01-01T13:12:00,10.0.60.153,192.168.1.198,icmp,34.68,82084,272,553,30,1,0.9316041220341603,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00793,2026-01-01T13:13:00,10.0.146.169,192.168.1.130,tcp,0.92,787,3491,35,0,0,0.03856581219702344,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00794,2026-01-01T13:14:00,10.0.107.188,192.168.1.13,tcp,0.84,1096,2746,49,0,0,0.01700367106446313,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00795,2026-01-01T13:15:00,10.0.18.190,192.168.1.221,tcp,0.69,1249,3442,38,0,0,0.01145500315564719,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00796,2026-01-01T13:16:00,10.0.207.225,192.168.1.119,tcp,1.28,1356,2954,28,0,0,0.02502095401529017,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00797,2026-01-01T13:17:00,10.0.235.89,192.168.1.171,tcp,1.49,1357,4230,54,0,0,0.09376722604686341,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00798,2026-01-01T13:18:00,10.0.11.166,192.168.1.231,udp,1.71,1392,1908,43,0,0,0.040918911146441306,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00799,2026-01-01T13:19:00,10.0.23.71,192.168.1.92,tcp,1.77,1459,2922,32,0,0,0.019107842585337355,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00800,2026-01-01T13:20:00,10.0.179.151,192.168.1.158,tcp,0.88,1038,3742,26,0,0,0.05850581474363073,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00801,2026-01-01T13:21:00,10.0.154.191,192.168.1.5,udp,12.1,47054,78,582,12,1,0.7583904805758809,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00802,2026-01-01T13:22:00,10.0.42.201,192.168.1.224,tcp,2.5,1331,3957,26,0,0,0.07288872699288065,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00803,2026-01-01T13:23:00,10.0.149.107,192.168.1.15,tcp,1.44,688,1599,50,0,0,0.11607036356956056,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00804,2026-01-01T13:24:00,10.0.118.129,192.168.1.137,tcp,1.94,1268,2328,34,0,0,0.023007396623888333,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00805,2026-01-01T13:25:00,10.0.140.85,192.168.1.90,tcp,0.9,1538,2185,39,0,0,0.03956549379039481,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00806,2026-01-01T13:26:00,10.0.56.43,192.168.1.10,tcp,0.27,1485,3364,28,0,0,0.05432290153115016,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00807,2026-01-01T13:27:00,10.0.86.66,192.168.1.117,tcp,1.46,1346,2761,40,0,0,0.0,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00808,2026-01-01T13:28:00,10.0.131.231,192.168.1.237,tcp,2.38,269,3112,76,0,0,0.2539136724455589,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00809,2026-01-01T13:29:00,10.0.27.79,192.168.1.43,tcp,6.68,512,3275,28,0,0,0.21358049150272962,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00810,2026-01-01T13:30:00,10.0.12.247,192.168.1.74,udp,7.31,816,3383,29,0,0,0.20384146588672442,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00811,2026-01-01T13:31:00,10.0.178.62,192.168.1.48,tcp,3.77,1130,2489,30,0,0,0.06680084992757009,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00812,2026-01-01T13:32:00,10.0.105.183,192.168.1.32,udp,1.99,1399,3535,40,0,0,0.019710724734232576,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00813,2026-01-01T13:33:00,10.0.244.146,192.168.1.59,tcp,1.21,1237,2598,31,0,0,0.014223102673646435,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00814,2026-01-01T13:34:00,10.0.69.177,192.168.1.145,udp,0.69,552,2333,45,0,0,0.06513916337353763,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00815,2026-01-01T13:35:00,10.0.174.163,192.168.1.198,tcp,2.18,867,1255,50,0,0,0.14218754011886217,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00816,2026-01-01T13:36:00,10.0.11.179,192.168.1.175,tcp,3.92,1230,2556,39,0,0,0.04859943279165776,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00817,2026-01-01T13:37:00,10.0.5.230,192.168.1.196,tcp,0.33,873,3501,31,0,0,0.053749861502974956,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00818,2026-01-01T13:38:00,10.0.224.143,192.168.1.182,tcp,1.27,1356,4478,25,0,0,0.12291137172868609,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00819,2026-01-01T13:39:00,10.0.164.18,192.168.1.97,tcp,6.03,463,3444,34,1,0,0.43575741857033023,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00820,2026-01-01T13:40:00,10.0.222.69,192.168.1.228,udp,0.13,1059,3665,41,0,0,0.040829051293397055,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00821,2026-01-01T13:41:00,10.0.66.180,192.168.1.44,udp,0.68,1114,3182,43,0,0,0.010854720269298934,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00822,2026-01-01T13:42:00,10.0.239.126,192.168.1.178,udp,1.69,1206,4105,48,0,0,0.054862758718499105,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00823,2026-01-01T13:43:00,10.0.129.139,192.168.1.29,tcp,0.16,1597,1797,32,0,0,0.08990395920590774,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00824,2026-01-01T13:44:00,10.0.74.151,192.168.1.194,tcp,0.37,325,3464,51,0,0,0.14189392943653473,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00825,2026-01-01T13:45:00,10.0.245.97,192.168.1.23,udp,1.44,1507,1327,44,0,0,0.13658754058546638,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00826,2026-01-01T13:46:00,10.0.197.196,192.168.1.55,tcp,3.14,1626,2662,32,0,0,0.05732836380619482,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00827,2026-01-01T13:47:00,10.0.216.184,192.168.1.99,tcp,0.22,514,2159,50,0,0,0.11107601571853515,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00828,2026-01-01T13:48:00,10.0.234.181,192.168.1.176,tcp,1.12,2110,3667,35,0,0,0.12953624971793137,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00829,2026-01-01T13:49:00,10.0.248.181,192.168.1.12,tcp,0.72,436,1788,34,0,0,0.12641286522856815,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00830,2026-01-01T13:50:00,10.0.213.226,192.168.1.66,tcp,0.68,1681,3233,46,0,0,0.046231976246138756,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00831,2026-01-01T13:51:00,10.0.250.151,192.168.1.85,tcp,2.57,919,2311,31,0,0,0.04505538964611888,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00832,2026-01-01T13:52:00,10.0.181.245,192.168.1.185,tcp,2.37,489,1809,39,0,0,0.1005446845959776,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00833,2026-01-01T13:53:00,10.0.96.31,192.168.1.244,tcp,2.7,1564,5224,48,0,0,0.24863313286251884,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00834,2026-01-01T13:54:00,10.0.225.160,192.168.1.156,tcp,2.82,769,3878,39,0,0,0.07322954487248047,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00835,2026-01-01T13:55:00,10.0.109.182,192.168.1.129,tcp,1.38,628,2582,37,0,0,0.05180271142416125,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00836,2026-01-01T13:56:00,10.0.8.121,192.168.1.86,tcp,1.41,551,3238,49,0,0,0.06458824286908607,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00837,2026-01-01T13:57:00,10.0.67.73,192.168.1.209,tcp,2.88,1203,3981,42,0,0,0.05394996238888096,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00838,2026-01-01T13:58:00,10.0.247.140,192.168.1.28,udp,0.36,1343,2151,42,0,0,0.030321363044335206,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00839,2026-01-01T13:59:00,10.0.35.93,192.168.1.33,tcp,3.33,1202,2944,22,0,0,0.05151406023861484,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00840,2026-01-01T14:00:00,10.0.61.231,192.168.1.51,tcp,0.19,1428,1446,53,0,0,0.1446802769196431,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00841,2026-01-01T14:01:00,10.0.74.91,192.168.1.68,tcp,1.0,926,3653,27,0,0,0.05665637548701562,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00842,2026-01-01T14:02:00,10.0.85.45,192.168.1.117,tcp,1.59,1706,1613,49,1,0,0.3510009055980793,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00843,2026-01-01T14:03:00,10.0.198.146,192.168.1.240,tcp,1.34,1586,2735,27,0,0,0.05394217209280552,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00844,2026-01-01T14:04:00,10.0.111.101,192.168.1.165,tcp,3.75,855,3046,62,0,0,0.12484166213920166,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00845,2026-01-01T14:05:00,10.0.170.25,192.168.1.98,tcp,1.79,1814,3326,38,0,0,0.053616617577052245,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00846,2026-01-01T14:06:00,10.0.237.143,192.168.1.54,tcp,2.49,1464,3122,38,0,0,0.02422810035668638,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00847,2026-01-01T14:07:00,10.0.58.137,192.168.1.165,tcp,0.27,843,2959,16,0,0,0.093585988984255,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00848,2026-01-01T14:08:00,10.0.217.44,192.168.1.65,udp,1.44,1126,3159,32,1,0,0.3221929401204752,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00849,2026-01-01T14:09:00,10.0.133.152,192.168.1.247,tcp,0.26,708,2915,43,0,0,0.0435364602711244,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00850,2026-01-01T14:10:00,10.0.206.144,192.168.1.121,tcp,1.02,793,2516,42,0,0,0.022943801667644096,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00851,2026-01-01T14:11:00,10.0.187.196,192.168.1.140,udp,0.33,1104,2942,52,0,0,0.04175783483925507,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00852,2026-01-01T14:12:00,10.0.227.92,192.168.1.229,tcp,1.74,1189,2054,43,0,0,0.030807118369270796,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00853,2026-01-01T14:13:00,10.0.179.63,192.168.1.78,tcp,0.44,1513,2663,31,0,0,0.03557928543329333,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00854,2026-01-01T14:14:00,10.0.215.241,192.168.1.120,tcp,3.61,1008,5069,30,0,0,0.23613191351829652,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00855,2026-01-01T14:15:00,10.0.75.142,192.168.1.135,tcp,0.04,431,2033,39,0,0,0.12726463074696776,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00856,2026-01-01T14:16:00,10.0.209.7,192.168.1.69,tcp,2.2,2253,4248,55,0,0,0.23995960062426547,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00857,2026-01-01T14:17:00,10.0.179.208,192.168.1.14,tcp,2.83,1277,2228,28,0,0,0.05421066903263666,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00858,2026-01-01T14:18:00,10.0.222.50,192.168.1.72,tcp,1.02,1473,3050,35,0,0,0.020939941086117162,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00859,2026-01-01T14:19:00,10.0.193.199,192.168.1.29,tcp,0.61,1091,2368,42,0,0,0.016239415601000826,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00860,2026-01-01T14:20:00,10.0.0.179,192.168.1.171,tcp,5.14,1563,1340,31,0,0,0.23145159093684933,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00861,2026-01-01T14:21:00,10.0.159.246,192.168.1.2,tcp,1.2,799,2438,35,0,0,0.032954193803306615,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00862,2026-01-01T14:22:00,10.0.10.245,192.168.1.81,tcp,0.33,1222,4450,38,0,0,0.09398616371738198,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00863,2026-01-01T14:23:00,10.0.145.70,192.168.1.224,tcp,0.44,1387,3591,30,0,0,0.03862066182835289,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00864,2026-01-01T14:24:00,10.0.98.194,192.168.1.144,tcp,1.99,1478,3987,44,0,0,0.056147227634542315,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00865,2026-01-01T14:25:00,10.0.253.81,192.168.1.170,tcp,6.18,1539,3090,47,0,0,0.14224843183770317,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00866,2026-01-01T14:26:00,10.0.250.160,192.168.1.170,tcp,0.31,1323,3703,55,0,0,0.06945990061537662,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00867,2026-01-01T14:27:00,10.0.48.152,192.168.1.76,tcp,0.5,1041,3233,53,0,0,0.04669698502856908,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00868,2026-01-01T14:28:00,10.0.204.14,192.168.1.160,tcp,1.45,718,3018,40,0,0,0.033028040563356266,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00869,2026-01-01T14:29:00,10.0.20.2,192.168.1.56,tcp,0.54,1647,2854,30,0,0,0.0406836261565313,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00870,2026-01-01T14:30:00,10.0.145.15,192.168.1.161,tcp,1.94,1071,2746,39,0,0,0.007535045364481242,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00871,2026-01-01T14:31:00,10.0.237.33,192.168.1.173,tcp,3.41,1172,2474,47,0,0,0.04973781637795898,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00872,2026-01-01T14:32:00,10.0.18.66,192.168.1.222,tcp,3.24,77525,297,551,5,1,0.7407260844959787,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00873,2026-01-01T14:33:00,10.0.194.230,192.168.1.233,udp,1.8,1742,1846,39,0,0,0.06954747490763041,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00874,2026-01-01T14:34:00,10.0.64.132,192.168.1.7,tcp,1.83,1015,2596,25,0,0,0.0467150127955268,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00875,2026-01-01T14:35:00,10.0.197.202,192.168.1.76,tcp,15.14,41800,194,869,0,1,0.7464900628436266,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00876,2026-01-01T14:36:00,10.0.38.213,192.168.1.139,tcp,0.76,965,3489,44,0,0,0.02233196014731792,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00877,2026-01-01T14:37:00,10.0.221.186,192.168.1.82,udp,2.51,55,4723,55,0,0,0.2948119022618986,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00878,2026-01-01T14:38:00,10.0.134.100,192.168.1.157,tcp,3.94,1374,2199,44,0,0,0.07009688762292086,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00879,2026-01-01T14:39:00,10.0.226.219,192.168.1.217,tcp,0.23,710,3618,68,0,0,0.20233667426434143,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00880,2026-01-01T14:40:00,10.0.132.188,192.168.1.66,tcp,3.09,1841,3273,43,0,0,0.08411414358738538,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00881,2026-01-01T14:41:00,10.0.101.189,192.168.1.227,tcp,7.92,1467,3439,31,0,0,0.21215237124297434,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00882,2026-01-01T14:42:00,10.0.22.229,192.168.1.224,tcp,1.14,1250,3229,27,0,0,0.031838955737614534,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00883,2026-01-01T14:43:00,10.0.131.152,192.168.1.232,tcp,0.03,738,1893,35,0,0,0.09507372711526009,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00884,2026-01-01T14:44:00,10.0.48.134,192.168.1.19,tcp,1.07,1128,3707,49,0,0,0.031623314351881815,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00885,2026-01-01T14:45:00,10.0.0.226,192.168.1.75,tcp,0.55,1398,3179,43,0,0,0.015360637828624032,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00886,2026-01-01T14:46:00,10.0.190.115,192.168.1.32,tcp,1.47,497,2762,46,0,0,0.06176711709205664,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00887,2026-01-01T14:47:00,10.0.213.206,192.168.1.31,tcp,0.97,836,3070,72,0,0,0.16169888615085223,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00888,2026-01-01T14:48:00,10.0.30.14,192.168.1.14,tcp,2.13,1134,3820,41,0,0,0.04090684046249486,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00889,2026-01-01T14:49:00,10.0.64.1,192.168.1.112,tcp,0.8,685,2359,44,0,0,0.04572562367225719,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00890,2026-01-01T14:50:00,10.0.146.134,192.168.1.23,tcp,1.17,817,3403,28,0,0,0.054972511889949116,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00891,2026-01-01T14:51:00,10.0.137.19,192.168.1.75,udp,0.85,457,4243,41,0,0,0.1263928618071214,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00892,2026-01-01T14:52:00,10.0.234.248,192.168.1.249,tcp,15.23,1862,3765,19,0,0,0.47447446123638876,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00893,2026-01-01T14:53:00,10.0.150.2,192.168.1.224,udp,2.77,1490,2829,67,0,0,0.14086963001783784,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00894,2026-01-01T14:54:00,10.0.100.182,192.168.1.238,tcp,0.23,1695,4444,34,0,0,0.1428947141691862,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00895,2026-01-01T14:55:00,10.0.190.62,192.168.1.10,udp,2.13,822,4195,38,0,0,0.0757128464165907,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00896,2026-01-01T14:56:00,10.0.209.245,192.168.1.168,tcp,9.27,926,3706,43,0,0,0.2609691643223739,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00897,2026-01-01T14:57:00,10.0.129.97,192.168.1.161,tcp,0.38,1260,3436,19,0,0,0.0744302833049257,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00898,2026-01-01T14:58:00,10.0.134.7,192.168.1.34,tcp,2.87,1460,3495,36,0,0,0.03354263323191688,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00899,2026-01-01T14:59:00,10.0.133.7,192.168.1.230,tcp,9.98,63655,226,1413,12,1,0.8405771602459643,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
